Keyword,Position,Previous Position,Search Volume,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp,geo class,relevant class
casas prefabricadas en granada,4,4,40,0.23,http://www.habitissimo.es/presupuestos/construccion-casas-prefabricadas/granada,0.00,0.00,0.68,639000,"0.71,0.56,0.99,0.28,0.28,0.56,0.56,0.43,0.43,0.43,0.43,0.43",1428409303,geo,norelevant
decoradores en barcelona,4,4,40,1.24,http://www.habitissimo.es/empresas/decoradores/barcelona,0.00,0.00,0.87,461000,"0.44,0.44,0.33,0.56,0.56,0.33,0.99,0.56,0.78,0.33,0.33,0.33",1428486683,geo,norelevant
hormigon impreso en barcelona,4,3,40,0.00,http://www.habitissimo.es/presupuestos/hormigon-impreso/barcelona,0.00,0.00,0.96,140000,"0.04,0.08,0.19,0.08,0.99,0.08,0.12,0.08,0.12,0.04,0.08,0.04",1428178714,geo,norelevant
pintores en asturias,4,4,40,1.26,http://www.habitissimo.es/presupuestos/pintores/asturias,0.00,0.00,0.35,567000,"0.99,0.43,0.43,0.43,0.43,0.43,0.56,0.43,0.43,0.28,0.56,0.71",1428274831,geo,relevant
toldos en benidorm,4,3,40,1.25,http://www.habitissimo.es/presupuestos/toldos/alicante/benidorm,0.00,0.00,0.68,173000,"0.99,0.71,0.99,0.56,0.99,0.43,0.71,0.56,0.43,0.14,0.28,0.43",1428732454,geo,relevant
pladur asturias,4,0,40,0.23,http://www.habitissimo.es/presupuestos/pladur/asturias,0.00,0.00,0.10,411000,"0.99,0.80,0.20,0.40,0.80,0.60,0.40,0.80,0.99,0.80,0.99,0.80",1428668897,geo,norelevant
armarios empotrados precio,4,4,40,0.30,http://precio.habitissimo.es/armarios,0.00,0.00,0.96,6470000,"0.14,0.28,0.28,0.28,0.28,0.28,0.71,0.71,0.43,0.28,0.99,0.99",1428659557,nogeo,norelevant
ventanas metalicas,4,3,40,0.96,http://www.habitissimo.es/presupuestos/reparar-ventanas-metalicas,0.00,0.00,0.70,759000,"0.99,0.80,0.80,0.60,0.60,0.40,0.80,0.99,0.99,0.60,0.80,0.80",1428241270,nogeo,norelevant
casas prefabricadas salamanca,4,4,40,0.39,http://www.habitissimo.es/presupuestos/construccion-casas-prefabricadas/salamanca,0.00,0.00,0.72,632000,"0.60,0.99,0.60,0.60,0.99,0.99,0.80,0.80,0.99,0.60,0.60,0.80",1428433407,geo,norelevant
precio licencia de apertura,4,4,40,0.00,http://precio.habitissimo.es/licencias,0.00,0.00,0.56,587000,"0.99,0.60,0.80,0.60,0.40,0.40,0.60,0.60,0.60,0.40,0.99,0.99",1428500403,nogeo,norelevant
empresas de aislamiento termico,4,3,40,1.36,http://www.habitissimo.es/empresas/aislamiento-termico,0.00,0.00,0.87,620000,"0.33,0.33,0.44,0.33,0.44,0.22,0.22,0.44,0.33,0.11,0.78,0.99",1428442771,nogeo,norelevant
tiendas de cortinas en zaragoza,4,8,40,0.64,http://www.habitissimo.es/empresas/cortinas/zaragoza,0.00,0.00,0.64,398000,"0.56,0.28,0.43,0.43,0.56,0.71,0.28,0.56,0.43,0.43,0.99,0.99",1428405204,geo,norelevant
muebles la fabrica andorra,4,5,40,0.00,http://www.habitissimo.es/muebles-la-fabrica-andorra,0.00,0.00,0.07,94000,"0.33,0.33,0.22,0.33,0.33,0.33,0.44,0.99,0.56,0.56,0.44,0.44",1428847777,geo,norelevant
mosquiteras alicante,4,4,40,0.07,http://www.habitissimo.es/presupuestos/instalar-mosquiteras/alicante,0.00,0.00,0.46,382000,"0.21,0.36,0.50,0.99,0.64,0.36,0.21,0.14,0.07,0.07,0.07,0.07",1428759355,geo,norelevant
precios cocina,4,4,40,0.36,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.90,87800000,"0.71,0.43,0.43,0.43,0.56,0.56,0.28,0.56,0.99,0.28,0.71,0.71",1428629629,nogeo,norelevant
precio parquet instalado,4,0,40,1.29,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-colocar-parquet-flotante-en-todo-el-piso,0.00,0.00,0.79,215000,"0.99,0.56,0.44,0.22,0.11,0.22,0.33,0.22,0.44,0.44,0.56,0.44",1428496040,nogeo,relevant
fontanero leganes,4,4,40,6.18,http://www.habitissimo.es/presupuestos/fontaneros/madrid/leganes,0.00,0.02,0.96,38000,"0.99,0.43,0.56,0.43,0.43,0.43,0.56,0.71,0.43,0.28,0.71,0.99",1428577803,geo,relevant
empresas de pintores,4,5,40,1.50,http://www.habitissimo.es/empresas/pintores/madrid,0.00,0.00,0.93,1580000,"0.99,0.20,0.60,0.20,0.60,0.60,0.80,0.99,0.40,0.60,0.99,0.99",1428247256,nogeo,relevant
toldos en dos hermanas,4,3,40,1.23,http://www.habitissimo.es/presupuestos/toldos/sevilla/dos-hermanas,0.00,0.00,0.61,121000,"0.36,0.45,0.64,0.64,0.99,0.18,0.18,0.18,0.18,0.09,0.09,0.18",1428101746,geo,relevant
cocinas reformas,4,0,40,1.43,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.82,1060000,"0.56,0.28,0.71,0.28,0.43,0.71,0.99,0.71,0.56,0.56,0.99,0.71",1428300182,nogeo,relevant
empresas de limpieza en guipuzcoa,4,4,40,1.22,http://www.habitissimo.es/empresas/limpieza/guipuzcoa,0.00,0.00,0.96,374000,"0.56,0.22,0.33,0.22,0.33,0.33,0.99,0.78,0.56,0.44,0.56,0.56",1428819010,geo,norelevant
ite valladolid,4,6,40,0.00,http://www.habitissimo.es/empresas/inspeccion-tecnica-edificios-ite/valladolid,0.00,0.00,0.11,197000,"0.56,0.43,0.71,0.43,0.56,0.28,0.71,0.56,0.43,0.43,0.43,0.99",1428673201,geo,norelevant
toldos alcala,4,4,40,0.00,http://www.habitissimo.es/presupuestos/toldos/madrid/alcala-de-henares,0.00,0.00,0.75,200000,"0.99,0.99,0.99,0.99,0.99,0.43,0.43,0.28,0.14,0.14,0.43,0.28",1428395767,nogeo,relevant
ventanas de aluminio presupuestos,4,4,40,0.92,http://www.habitissimo.es/presupuestos/ventanas-aluminio,0.00,0.00,0.87,11500000,"0.22,0.22,0.33,0.33,0.33,0.44,0.56,0.33,0.78,0.33,0.99,0.78",1428356288,nogeo,norelevant
ventanas de aluminio en granada,4,4,40,0.97,http://www.habitissimo.es/presupuestos/carpinteria-aluminio/granada,0.00,0.00,0.95,503000,"0.56,0.22,0.44,0.33,0.22,0.22,0.44,0.44,0.78,0.22,0.99,0.78",1428568594,geo,norelevant
colchas clasicas,4,6,40,0.11,http://fotos.habitissimo.es/foto/cortinas-y-colchas-para-dormitorios-clasicos_173145,0.00,0.00,0.83,109000,"0.33,0.44,0.44,0.56,0.33,0.33,0.44,0.33,0.44,0.22,0.99,0.33",1428318655,nogeo,norelevant
naves industriales prefabricadas precios,4,4,40,1.12,http://precio.habitissimo.es/construccion-naves-industriales,0.00,0.00,0.73,260000,"0.99,0.40,0.40,0.80,0.40,0.80,0.80,0.80,0.99,0.40,0.80,0.99",1428533231,nogeo,norelevant
sax online,4,0,40,0.00,http://www.habitissimo.es/presupuestos/albaniles/alicante/sax,0.00,0.00,0.15,24500000,"0.78,0.78,0.99,0.99,0.78,0.11,0.33,0.33,0.22,0.11,0.11,0.22",1428165115,geo,norelevant
puertas correderas para fincas,4,4,40,0.53,http://fotos.habitissimo.es/foto/puerta-corredera-para-fincas-parcelas-terrenos_305021,0.00,0.00,0.69,204000,"0.99,0.80,0.60,0.60,0.99,0.80,0.99,0.40,0.20,0.60,0.60,0.80",1428511048,nogeo,norelevant
cierre de aluminio,4,5,40,0.47,http://precio.habitissimo.es/carpinteria-aluminio,0.00,0.00,0.34,1600000,"0.43,0.56,0.56,0.71,0.56,0.28,0.43,0.71,0.71,0.43,0.71,0.99",1428087724,nogeo,norelevant
toldos en cadiz,4,4,40,0.47,http://www.habitissimo.es/presupuestos/toldos/cadiz,0.00,0.00,0.55,374000,"0.56,0.71,0.71,0.99,0.56,0.43,0.43,0.43,0.14,0.28,0.28,0.71",1428132344,geo,relevant
mudanzas acueducto,4,5,40,1.31,http://www.habitissimo.es/mudanzas-acueducto,0.00,0.00,0.95,163000,"0.99,0.80,0.80,0.99,0.60,0.60,0.80,0.99,0.80,0.99,0.60,0.80",1428356569,nogeo,norelevant
pintores pamplona,4,0,40,1.05,http://www.habitissimo.es/empresas/pintores/navarra/pamplona-iruna,0.00,0.00,0.76,314000,"0.56,0.71,0.56,0.43,0.56,0.71,0.71,0.99,0.43,0.56,0.56,0.43",1428582191,geo,relevant
precio cemento pulido,4,4,40,1.05,http://www.habitissimo.es/presupuestos/cemento-pulido,0.00,0.00,0.76,192000,"0.71,0.56,0.56,0.43,0.43,0.43,0.43,0.43,0.56,0.56,0.99,0.71",1428343087,nogeo,norelevant
la madrileña mudanzas,4,3,40,3.46,http://www.habitissimo.es/mudanzas-la-madrilena-s-l,0.00,0.01,0.96,66000,"0.43,0.43,0.71,0.99,0.71,0.43,0.43,0.43,0.56,0.43,0.56,0.56",1428187887,nogeo,norelevant
armarios a medida en sevilla,4,6,40,0.88,http://www.habitissimo.es/presupuestos/hacer-armario-a-medida/sevilla,0.00,0.00,0.45,9270000,"0.36,0.27,0.27,0.36,0.27,0.36,0.36,0.36,0.36,0.09,0.36,0.99",1428132153,geo,norelevant
reformas getxo,4,6,40,0.73,http://www.habitissimo.es/empresas/reformas/vizcaya/getxo,0.00,0.00,0.75,210000,"0.60,0.40,0.60,0.80,0.99,0.40,0.80,0.99,0.60,0.99,0.99,0.80",1428745980,geo,relevant
la llar del moble la garriga,4,3,40,0.27,http://www.habitissimo.es/la-llar-del-moble,0.00,0.00,0.37,5000,"0.43,0.28,0.43,0.43,0.43,0.43,0.43,0.43,0.71,0.43,0.99,0.71",1428318855,nogeo,norelevant
precio metro cuadrado de construccion,4,0,40,0.84,http://preguntas.habitissimo.es/pregunta/precios-metro-cuadrado-nueva-construccion,0.00,0.00,0.39,560000,"0.99,0.56,0.71,0.56,0.28,0.28,0.43,0.43,0.43,0.43,0.71,0.71",1428814257,nogeo,norelevant
platos y mamparas,4,3,40,0.37,http://www.habitissimo.es/platos-y-mamparas,0.00,0.00,0.95,516000,"0.71,0.28,0.56,0.56,0.28,0.28,0.99,0.71,0.71,0.56,0.99,0.99",1428300307,nogeo,norelevant
cocinas berloni,4,4,40,0.67,http://www.habitissimo.es/berloni,0.00,0.00,0.31,15000,"0.99,0.43,0.56,0.56,0.43,0.43,0.56,0.71,0.56,0.28,0.56,0.71",1428433970,nogeo,norelevant
piscinas alargadas,4,2,40,2.41,http://fotos.habitissimo.es/foto/piscina-rectangular-alargada_316239,0.00,0.01,0.72,278000,"0.43,0.71,0.71,0.99,0.56,0.99,0.71,0.43,0.43,0.28,0.28,0.28",1428615484,nogeo,norelevant
mudanzas madrileña,4,3,40,5.24,http://www.habitissimo.es/mudanzas-la-madrilena-s-l,0.00,0.02,0.92,64000,"0.80,0.99,0.80,0.80,0.99,0.40,0.80,0.80,0.60,0.60,0.80,0.80",1428761099,nogeo,norelevant
construccion piscinas valencia,4,4,40,0.96,http://precio.habitissimo.es/construccion-piscinas/valencia,0.00,0.00,0.80,425000,"0.80,0.99,0.80,0.40,0.99,0.99,0.80,0.80,0.60,0.40,0.40,0.80",1428717042,geo,norelevant
pino suecia,4,5,40,0.05,http://preguntas.habitissimo.es/pregunta/tarima-maciza-de-pino-suecia,0.00,0.00,0.06,507000,"0.60,0.80,0.80,0.80,0.80,0.40,0.99,0.99,0.80,0.80,0.80,0.60",1428165167,nogeo,norelevant
pintores en castellon,4,5,40,1.10,http://www.habitissimo.es/empresas/pintores/castellon,0.00,0.00,0.96,306000,"0.33,0.44,0.99,0.99,0.44,0.22,0.56,0.56,0.33,0.22,0.44,0.22",1428304624,geo,relevant
reformas de baños madrid,4,4,40,1.51,http://www.habitissimo.es/presupuestos/reformas-banos/madrid,0.00,0.00,0.76,589000,"0.56,0.78,0.56,0.33,0.99,0.33,0.33,0.56,0.44,0.11,0.33,0.22",1428256386,geo,relevant
pintores de albacete,4,4,40,1.53,http://www.habitissimo.es/empresas/pintores/albacete,0.00,0.00,0.38,900000,"0.33,0.99,0.22,0.22,0.11,0.22,0.33,0.22,0.78,0.56,0.56,0.44",1428577893,geo,relevant
canovas electrodomesticos totana,4,3,40,0.51,http://www.habitissimo.es/canovas-electrodomesticos-totana-ii,0.00,0.00,0.26,12000,"0.14,0.43,0.28,0.71,0.43,0.71,0.43,0.28,0.71,0.99,0.71,0.71",1428413535,geo,relevant
estufas de pellets sin chimenea,4,3,40,0.04,http://preguntas.habitissimo.es/pregunta/quiero-instalar-una-chimenea-en-mi-casa-pero-no-tengo-salida-de-humo,0.00,0.00,0.56,255000,"0.12,0.12,0.12,0.06,0.06,0.06,0.12,0.41,0.99,0.18,0.18,0.18",1428079189,nogeo,norelevant
presupuesto cuarto de baño,4,0,40,1.17,http://www.habitissimo.es/presupuestos/reformas-banos,0.00,0.00,0.89,689000,"0.56,0.56,0.56,0.43,0.14,0.43,0.56,0.56,0.71,0.43,0.56,0.99",1428203197,nogeo,norelevant
toldos rubi,4,4,40,0.56,http://www.habitissimo.es/presupuestos/toldos/barcelona/rubi,0.00,0.00,0.56,184000,"0.71,0.71,0.71,0.99,0.71,0.43,0.28,0.43,0.28,0.28,0.43,0.71",1428496028,geo,relevant
tejados baratos,4,2,40,1.68,http://precio.habitissimo.es/tejados,0.00,0.00,0.75,582000,"0.80,0.99,0.80,0.60,0.60,0.99,0.99,0.60,0.99,0.60,0.80,0.99",1428252158,nogeo,norelevant
precios piscina,4,4,40,0.93,http://precio.habitissimo.es/construccion-piscinas,0.00,0.00,1.00,116000000,"0.44,0.11,0.56,0.99,0.99,0.78,0.56,0.22,0.22,0.11,0.11,0.22",1428334240,nogeo,norelevant
cuanto cuesta hacer un armario empotrado,4,4,40,0.78,http://www.habitissimo.es/presupuestos/hacer-armario-empotrado,0.00,0.00,0.54,21000,"0.56,0.33,0.44,0.44,0.33,0.99,0.33,0.22,0.44,0.33,0.44,0.44",1428413931,nogeo,norelevant
parquet tarragona,6,7,40,0.34,http://www.habitissimo.es/presupuestos/poner-parquet/tarragona,0.00,0.00,0.74,495000,"0.80,0.99,0.80,0.20,0.60,0.40,0.60,0.80,0.40,0.80,0.99,0.80",1428659813,geo,relevant
transporte muebles barcelona,6,8,40,2.77,http://www.habitissimo.es/presupuestos/transporte-muebles,0.00,0.00,0.86,634000,"0.22,0.33,0.33,0.33,0.56,0.33,0.56,0.78,0.44,0.99,0.56,0.56",1428629631,geo,norelevant
colgar en pladur,6,5,40,0.00,http://preguntas.habitissimo.es/pregunta/quiero-colgar-una-television-en-una-pared-de-pladur,0.00,0.00,0.03,77000,"0.71,0.56,0.43,0.28,0.43,0.43,0.56,0.99,0.71,0.71,0.71,0.99",1428329011,nogeo,norelevant
fotos de interiores,6,5,40,0.32,http://fotos.habitissimo.es/diseno-de-interiores,0.00,0.00,0.13,17100000,"0.43,0.56,0.43,0.43,0.28,0.28,0.56,0.56,0.71,0.71,0.71,0.99",1428351632,nogeo,norelevant
precio armario,5,4,40,0.37,http://precio.habitissimo.es/armarios,0.00,0.00,1.00,17400000,"0.56,0.44,0.44,0.22,0.22,0.11,0.44,0.56,0.56,0.22,0.56,0.99",1428672824,nogeo,norelevant
platos de ducha de piedra natural,5,4,40,0.88,http://fotos.habitissimo.es/foto/plato-de-ducha-de-obra-con-piedra-natural_211841,0.00,0.00,0.78,105000,"0.60,0.99,0.80,0.40,0.60,0.80,0.80,0.60,0.99,0.40,0.60,0.99",1428269723,nogeo,norelevant
mantenimiento aire acondicionado madrid,6,7,40,6.78,http://www.habitissimo.es/empresas/mantenimiento-de-aire-acondicionado/madrid,0.00,0.02,0.93,618000,"0.99,0.60,0.80,0.60,0.80,0.40,0.99,0.40,0.80,0.60,0.99,0.40",1428178745,geo,relevant
toldo enrollable,5,4,40,0.23,http://www.habitissimo.es/presupuestos/toldo-enrollable,0.00,0.00,0.56,468000,"0.71,0.71,0.99,0.99,0.56,0.71,0.43,0.43,0.56,0.43,0.43,0.43",1428679449,nogeo,relevant
regalos originales gratis,5,7,40,0.10,http://www.habitissimo.es/ideas/20-regalos-originales-para-esta-navidad,0.00,0.00,0.28,1290000,"0.27,0.27,0.27,0.27,0.18,0.18,0.36,0.18,0.45,0.99,0.36,0.36",1428227837,nogeo,norelevant
televes valencia,5,4,40,0.00,http://www.habitissimo.es/televes/distribuidores,0.00,0.00,0.19,71000,"0.56,0.14,0.56,0.56,0.99,0.56,0.28,0.43,0.71,0.99,0.71,0.43",1428300607,geo,norelevant
reparar lavavajillas balay,5,0,40,3.78,http://www.habitissimo.es/presupuestos/lavavajillas-balay,0.00,0.01,0.49,33000,"0.28,0.43,0.43,0.56,0.56,0.43,0.71,0.43,0.43,0.56,0.99,0.71",1428808073,nogeo,norelevant
mueble de escayola,6,7,40,0.00,http://fotos.habitissimo.es/foto/lacado-mueble-de-escayola_258252,0.00,0.00,0.20,446000,"0.43,0.43,0.43,0.28,0.43,0.43,0.56,0.99,0.71,0.56,0.56,0.71",1428334012,nogeo,norelevant
policarbonato barcelona,6,5,40,0.69,http://www.habitissimo.es/presupuestos/policarbonato/barcelona,0.00,0.00,0.64,427000,"0.99,0.80,0.99,0.60,0.60,0.40,0.80,0.80,0.60,0.60,0.40,0.99",1428841057,geo,norelevant
pintor decorador,6,6,40,1.23,http://www.habitissimo.es/pintor-decorador-jonathan-lozano,0.00,0.00,0.52,198000,"0.71,0.56,0.71,0.43,0.14,0.28,0.71,0.71,0.43,0.28,0.56,0.99",1428187677,nogeo,relevant
coste instalacion aire acondicionado,6,6,40,1.59,http://precio.habitissimo.es/aire-acondicionado,0.00,0.00,0.79,3500000,"0.18,0.27,0.45,0.99,0.64,0.36,0.36,0.18,0.18,0.18,0.36,0.36",1428300950,nogeo,relevant
segura e hijos san sebastian de los reyes,6,5,40,0.00,http://www.habitissimo.es/segura-e-hijos-sa,0.00,0.00,0.02,64000,"0.33,0.56,0.44,0.33,0.22,0.33,0.33,0.22,0.33,0.22,0.44,0.99",1428334065,geo,norelevant
reformas baño barcelona,5,5,40,3.62,http://www.habitissimo.es/reformas-banos-barcelona_s,0.00,0.01,0.94,632000,"0.60,0.99,0.60,0.40,0.99,0.40,0.99,0.60,0.80,0.40,0.99,0.80",1428672720,geo,relevant
reformas baño barcelona,6,6,40,3.62,http://precio.habitissimo.es/reformas-banos/barcelona/barcelona,0.00,0.01,0.94,632000,"0.60,0.99,0.60,0.40,0.99,0.40,0.99,0.60,0.80,0.40,0.99,0.80",1428672720,geo,relevant
kibuc parla,5,8,40,0.00,http://www.habitissimo.es/kibuc-parla,0.00,0.00,0.00,3000,"0.71,0.43,0.43,0.43,0.56,0.43,0.71,0.99,0.99,0.56,0.56,0.56",1428088015,geo,norelevant
reformas valdemoro,5,5,40,2.80,http://www.habitissimo.es/empresas/reformas/madrid/valdemoro,0.00,0.00,0.76,357000,"0.99,0.56,0.28,0.56,0.28,0.28,0.56,0.43,0.56,0.28,0.71,0.71",1428161392,geo,relevant
reformas valdemoro,6,6,40,2.80,http://www.habitissimo.es/empresas/reformas-viviendas/madrid/valdemoro,0.00,0.00,0.76,357000,"0.99,0.56,0.28,0.56,0.28,0.28,0.56,0.43,0.56,0.28,0.71,0.71",1428161392,geo,relevant
precios armarios,5,6,40,0.55,http://precio.habitissimo.es/armarios,0.00,0.00,1.00,912000,"0.99,0.75,0.75,0.75,0.75,0.75,0.99,0.75,0.99,0.75,0.99,0.75",1428641385,nogeo,norelevant
puertas de cochera precios,6,6,40,0.25,http://precio.habitissimo.es/puertas-garaje,0.00,0.00,1.00,431000,"0.33,0.56,0.22,0.11,0.33,0.78,0.56,0.99,0.56,0.11,0.11,0.11",1428664036,nogeo,norelevant
empresas de toldos,6,8,40,0.45,http://www.habitissimo.es/empresas/toldos/sevilla,0.00,0.00,0.91,8640000,"0.44,0.56,0.99,0.56,0.44,0.33,0.56,0.22,0.44,0.33,0.22,0.44",1428472942,nogeo,relevant
microcemento precio metro cuadrado,5,5,40,1.11,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-instalar-microcemento-en-suelo-de-bano,0.00,0.00,0.90,20000,"0.56,0.14,0.28,0.28,0.43,0.28,0.99,0.99,0.56,0.71,0.43,0.43",1428506342,nogeo,norelevant
precios del pladur,6,6,40,0.09,http://precio.habitissimo.es/pladur,0.00,0.00,0.34,440000,"0.99,0.80,0.60,0.40,0.40,0.60,0.60,0.80,0.80,0.60,0.99,0.99",1428611379,nogeo,norelevant
cocinas microcemento,5,7,40,1.52,http://precio.habitissimo.es/microcemento,0.00,0.00,0.69,243000,"0.80,0.40,0.60,0.40,0.60,0.40,0.80,0.99,0.99,0.99,0.99,0.99",1428247270,nogeo,norelevant
licencia de apertura murcia,6,6,40,1.00,http://www.habitissimo.es/presupuestos/licencias-de-apertura/murcia,0.00,0.00,0.52,374000,"0.56,0.14,0.56,0.56,0.43,0.28,0.56,0.71,0.99,0.43,0.43,0.71",1428765386,geo,norelevant
toldo precio,5,5,40,0.70,http://precio.habitissimo.es/toldos,0.00,0.00,0.89,675000,"0.78,0.78,0.44,0.99,0.56,0.44,0.33,0.33,0.22,0.44,0.22,0.33",1428845936,nogeo,relevant
precios de casas,6,11,40,0.33,http://precio.habitissimo.es/construccion-casas,0.00,0.00,0.79,57300000,"0.56,0.43,0.56,0.56,0.43,0.99,0.71,0.56,0.43,0.56,0.43,0.71",1428779601,nogeo,norelevant
precio montaje aire acondicionado,6,8,40,1.07,http://precio.habitissimo.es/aire-acondicionado,0.00,0.00,0.99,584000,"0.33,0.44,0.78,0.99,0.78,0.44,0.56,0.11,0.11,0.22,0.44,0.44",1428327435,nogeo,relevant
bando de cortinas,5,4,40,0.15,http://fotos.habitissimo.es/cortinas,0.00,0.00,0.41,265000,"0.80,0.99,0.60,0.40,0.60,0.80,0.60,0.80,0.80,0.80,0.80,0.80",1428088452,nogeo,norelevant
puertas de garaje en valencia,6,5,40,0.91,http://www.habitissimo.es/presupuestos/puertas-garaje/valencia,0.00,0.00,0.71,653000,"0.43,0.28,0.71,0.43,0.28,0.28,0.99,0.43,0.99,0.28,0.71,0.99",1428568371,geo,norelevant
tuco sevilla,5,5,40,0.00,http://www.habitissimo.es/tuco-sevilla,0.00,0.00,0.05,74000,"0.71,0.28,0.43,0.43,0.99,0.71,0.71,0.71,0.99,0.43,0.43,0.56",1428101231,geo,norelevant
toldos iaso lleida,6,14,40,0.00,http://www.habitissimo.es/empresas/toldos/lleida,0.00,0.00,0.41,2000,"0.56,0.71,0.71,0.99,0.43,0.43,0.43,0.56,0.28,0.14,0.56,0.43",1428409237,geo,relevant
formica madrid,6,6,40,0.03,http://www.habitissimo.es/formica/distribuidores,0.00,0.00,0.04,377000,"0.75,0.75,0.99,0.99,0.99,0.75,0.99,0.99,0.99,0.75,0.99,0.75",1428305313,geo,norelevant
ventanas pvc valladolid,6,5,40,0.65,http://www.habitissimo.es/presupuestos/ventanas-pvc/valladolid,0.00,0.00,0.68,318000,"0.43,0.43,0.71,0.71,0.43,0.71,0.71,0.56,0.71,0.28,0.56,0.99",1428674570,geo,norelevant
cocinas santos valencia,5,5,40,0.86,http://www.habitissimo.es/vic-estudio-cocinas-santos,0.00,0.00,0.46,320000,"0.43,0.43,0.28,0.43,0.28,0.28,0.99,0.56,0.56,0.99,0.43,0.99",1428174324,geo,norelevant
cocinas santos valencia,6,6,40,0.86,http://www.habitissimo.es/santos/distribuidores/valencia,0.00,0.00,0.46,320000,"0.43,0.43,0.28,0.43,0.28,0.28,0.99,0.56,0.56,0.99,0.43,0.99",1428174324,geo,norelevant
ventanas de climalit precios,6,5,40,0.65,http://preguntas.habitissimo.es/pregunta/precio-orientativo-puerta-y-ventana-de-pvc-con-rotura-termica-y-climalit,0.00,0.00,0.80,365000,"0.14,0.14,0.07,0.07,0.28,0.36,0.28,0.36,0.28,0.14,0.79,0.99",1428395584,nogeo,norelevant
domotica malaga,5,5,40,0.31,http://www.habitissimo.es/empresas/domotica/malaga,0.00,0.00,0.68,61000,"0.56,0.56,0.78,0.99,0.78,0.44,0.33,0.22,0.11,0.22,0.22,0.44",1428679405,geo,norelevant
marazzi.es,6,0,40,0.00,http://www.habitissimo.es/marazzi,0.00,0.00,0.01,1150000,"0.71,0.71,0.56,0.28,0.56,0.43,0.43,0.43,0.56,0.28,0.56,0.99",1428717129,nogeo,norelevant
pladur bilbao,6,6,40,1.60,http://www.habitissimo.es/empresas/pladur/vizcaya/bilbao,0.00,0.00,0.26,186000,"0.78,0.56,0.33,0.33,0.11,0.33,0.44,0.44,0.44,0.22,0.99,0.33",1428641188,geo,norelevant
pladur bilbao,5,7,40,1.60,http://precio.habitissimo.es/pladur/vizcaya/bilbao,0.00,0.00,0.26,186000,"0.78,0.56,0.33,0.33,0.11,0.33,0.44,0.44,0.44,0.22,0.99,0.33",1428641188,geo,norelevant
gas valencia,6,7,40,0.74,http://www.habitissimo.es/empresas/gas/valencia,0.00,0.00,0.28,36700000,"0.71,0.43,0.43,0.43,0.56,0.43,0.71,0.71,0.43,0.43,0.43,0.99",1428420658,geo,norelevant
piscina 3x2,6,5,40,0.17,http://www.habitissimo.es/presupuestos/alicante/agost/hacer-pequena-piscina-de-3x2,0.00,0.00,0.71,256000,"0.27,0.27,0.64,0.99,0.64,0.45,0.27,0.09,0.09,0.09,0.09,0.18",1428697409,nogeo,norelevant
arreglar caldera,6,6,40,4.13,http://www.habitissimo.es/presupuestos/reparacion-caldera,0.00,0.01,0.89,203000,"0.43,0.28,0.14,0.28,0.43,0.14,0.28,0.56,0.99,0.99,0.43,0.71",1428615311,nogeo,norelevant
alfombras confort,6,7,40,0.00,http://www.habitissimo.es/alfombras-confort-1,0.00,0.00,0.61,484000,"0.27,0.09,0.99,0.82,0.45,0.27,0.27,0.36,0.27,0.27,0.36,0.36",1428236535,nogeo,norelevant
hormigon estampado mallorca,6,5,40,0.99,http://www.habitissimo.es/presupuestos/poner-hormigon-impreso-o-estampado/illes-balears/palma-de-mallorca,0.00,0.00,0.86,5000,"0.43,0.56,0.99,0.43,0.71,0.71,0.56,0.43,0.43,0.14,0.71,0.28",1428327420,nogeo,norelevant
mi cocina malaga,5,6,40,0.00,http://www.habitissimo.es/muebles-cocina-malaga_s,0.00,0.00,0.08,549000,"0.80,0.80,0.80,0.80,0.60,0.60,0.60,0.80,0.80,0.60,0.99,0.80",1428779366,geo,norelevant
muebles oficina valladolid,6,5,40,0.78,http://www.habitissimo.es/muebles-oficina-valladolid_s,0.00,0.00,0.92,714000,"0.99,0.80,0.60,0.60,0.80,0.80,0.99,0.80,0.99,0.80,0.99,0.60",1428110800,geo,norelevant
ite coruña,6,11,40,0.00,http://www.habitissimo.es/empresas/inspeccion-tecnica-edificios-ite/a-coruna,0.00,0.00,0.14,176000,"0.27,0.36,0.27,0.27,0.36,0.18,0.27,0.99,0.36,0.45,0.27,0.27",1428188307,geo,norelevant
tuco santander,6,5,40,0.00,http://www.habitissimo.es/tuco-santander,0.00,0.00,0.02,31000,"0.56,0.43,0.43,0.56,0.56,0.43,0.56,0.99,0.56,0.43,0.43,0.56",1428404664,geo,norelevant
listado administradores de fincas madrid,6,7,40,3.60,http://www.habitissimo.es/empresas/administradores-fincas/madrid/madrid,0.00,0.01,0.95,323000,"0.80,0.80,0.99,0.60,0.20,0.20,0.80,0.80,0.99,0.99,0.99,0.99",1428655271,geo,norelevant
precios de tejas para tejados,6,5,40,1.32,http://precio.habitissimo.es/tejados,0.00,0.00,0.77,478000,"0.36,0.36,0.45,0.99,0.45,0.45,0.27,0.27,0.36,0.18,0.27,0.27",1428265167,nogeo,norelevant
